address,type_object,type_permit,number_permit,date_permit,latitude_1,longitude_1,latitude_2,longitude_2
"ул. Буквенная, 17",Магазин,"На строительство",61-310-884101-2016,16.05.2016,47.2379679253368,39.6212033980137,"423642,5643","2196973,896"
"2-я Праздничная ул., 72/3","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310008-214,21.03.2017,47.2531330821903,39.6536553973179,"425286,1322","2199459,773"
"ул. 2-я Праздничная, № 104","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-136,17.06.2014,47.2529593036216,39.6494125033348,"425272,297","2199138,279"
"ул. 2-я Праздничная, № 104а","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-135,17.06.2014,47.252951057407,39.6492802917995,"425271,5514","2199128,256"
"снт ""Коммунар"", 36","одноквартирный жилой дом","На строительство","RU 61310008-211",15.12.2016,47.2527728117293,39.6521581194653,"425248,0131","2199345,754"
"ул. 4-я  Бежевая, 23/24","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-139,12.08.2014,47.2560434005079,39.6590816291193,"425602,6942","2199876,003"
"СТ ""Донподход-2"", 55","индивидуальный, одноквартирный, жилой дом","На строительство","RU 61310008-152",14.11.2014,47.2582365649318,39.6546562550377,"425852,2132","2199545,199"
"ул. Шаповалова, 2 (территория учебного полигона по ул.Шаповалова  в  районе  Змиевской  балки)","Учебный корпус РГСУ","На строительство",RU61310000-5703-4,05.03.2015,47.2514379512777,39.6527890644603,"425098,7971","2199390,982"
"Змиевская балка","Жилой дом (поз. 1 по ПЗУ) - 1-й этап строительства","На строительство",61-310-895201-2016,25.11.2016,47.2521303945358,39.6622301345173,"425163,6298","2200106,945"
"Змиевская балка","Жилой дом (поз. 2 по ПЗУ) - 2-й этап строительства","На строительство",61-310-895201-2016,25.11.2016,47.2521303945358,39.6622301345173,"425163,6298","2200106,945"
"Змиевская балка","Жилой дом (поз. 3 по ПЗУ) - 3-й этап строительства","На строительство",61-310-895201-2016,25.11.2016,47.2521303945358,39.6622301345173,"425163,6298","2200106,945"
"Змиевская балка","Жилой дом (поз. 4 по ПЗУ) - 4-й этап строительства","На строительство",61-310-895201-2016,25.11.2016,47.2521303945358,39.6622301345173,"425163,6298","2200106,945"
"Змиевская балка","Жилой дом (поз. 5 по ПЗУ) - 5-й этап строительства","На строительство",61-310-895201-2016,25.11.2016,47.2521303945358,39.6622301345173,"425163,6298","2200106,945"
"ул. Доватора, 56","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU613100008-107,31.07.2013,47.2417724283736,39.6408885802076,"424039,6857","2198471,658"
"Ейская ул., 11в","Клуб с кафе","На реконструкцию",RU61310000-7864-1,27.07.2012,47.2464952887594,39.6488051523679,"424554,4571","2199080,01"
"Ейская ул., 11в","Клуб с кафе","На реконструкцию",RU61310000-7864-1,27.07.2012,47.2464952887594,39.6488051523679,"424554,4571","2199080,01"
"ул. Литовская, 9","индивидуальный, одноквартирный, жилой дом","На строительство","RU 61310008-155",13.02.2015,47.2453414504657,39.6460567688993,"424429,7446","2198869,748"
"Голубиный пер., 9","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310008-213,10.03.2017,47.246948338856,39.6321137698072,"424626,5789","2197817,28"
"Чудная ул., 14","Офисное здание со встроенной подземной автостоянкой","На строительство",61-310-843102-2015,23.07.2015,47.2370117585977,39.6315730167946,"423522,607","2197757,2"
"Западная ул.,7","Индивидуальный  одноквартирный двухэтажный жилой дом литера «А»","На строительство",RU613100008-95,22.02.2013,47.236135798465,39.632196544308,"423424,4059","2197802,725"
"ул. Томская, 81","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-124,24.03.2014,47.2257082729943,39.6358490457363,"422260,3633","2198059,266"
"пер Снеговой, 14","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-138,12.08.2014,47.2272095223485,39.6376364167778,"422424,9254","2198197,508"
"Львовская ул., 3а","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310008-225,21.04.2017,47.2282613938223,39.6361172528908,"422543,8504","2198084,479"
"ул. Ковалевской, 40","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU613100008-99,18.04.2013,47.2354445467537,39.625386865482,"423356,5102","2197285,768"
"ул. Карпатская, 7/50","индивидуальный, одноквартирный, жилой дом","На строительство","RU 61310008-157",16.03.2015,47.2330046561211,39.6257939766383,"423084,7237","2197311,874"
"ул. Еременко, 57/1","Гостиница малой вместимости","На строительство",61-310-888901-2016,27.07.2016,47.2325888564508,39.6278096039257,"423035,8441","2197463,701"
"ул. Еременко, 83","Здание общежития","На строительство",61-310-890901-2016,30.08.2016,47.2340740936221,39.6193486407771,"423212,129","2196825,892"
"Малиновского ул., 78г","2 фильтра-поглотителя","На строительство",RU61310000-6223-5,27.10.2011,47.2350686640427,39.6167321047812,"423326,1657","2196629,701"
"Малиновского ул., 78г","Насосная станция","На строительство",RU61310000-6223-5,27.10.2011,47.2350686640427,39.6167321047812,"423326,1657","2196629,701"
"Малиновского ул., 78г",Проходная,"На строительство",RU61310000-6223-5,27.10.2011,47.2350686640427,39.6167321047812,"423326,1657","2196629,701"
"Малиновского ул., 78г","Два фильтра-поглотителя-завершение стр-ва ВНС ""Малиновского""","На строительство",RU61310000-6223-5/1,27.10.2011,47.2350686640427,39.6167321047812,"423326,1657","2196629,701"
"Малиновского ул., 78г","Здание проходной-завершение стр-ва ВНС ""Малиновского""","На строительство",RU61310000-6223-5/1,27.10.2011,47.2350686640427,39.6167321047812,"423326,1657","2196629,701"
"Малиновского ул., 78г","Постовые вышки-завершение стр-ва ВНС ""Малиновского""","На строительство",RU61310000-6223-5/1,27.10.2011,47.2350686640427,39.6167321047812,"423326,1657","2196629,701"
"Малиновского ул.,78г","РУ-10кВ-завершение стр-ва ВНС ""Малиновского""","На строительство",RU61310000-6223-5/1,27.10.2011,47.2350686640427,39.6167321047812,"423326,1657","2196629,701"
"ул. Шекспира, 35","одноквартирный жилой дом","На строительство","RU 61310008-201",09.06.2016,47.2351906761014,39.6290421242039,"423323,4754","2197562,053"
"ул. Еременко, балка Рябинина","Крытый плавательный бассейн с гостевой автостоянкой","На строительство",RU61310000-6457-1,03.08.2007,46.9159530122305,39.2732152916453,"388363,3963","2169843,017"
"339-й Стрелковой Дивизии ул., 33","Храм Святого Георгия Победоносца в г.Ростове-на-Дону","На строительство",RU61310000-8212-1,15.01.2014,47.2259184738985,39.6154640353898,"422310,5952","2196515,848"
"Зорге ул.46/130",Магазин,"На реконструкцию",RU61310000-7599-1,17.06.2011,47.2193916975352,39.6329613772903,"421561,9126","2197828,42"
"ул. Зорге, 64","Квартира № 1 с целью перевода в нежилое помещение (офис) и устройством отдельного входа","На реконструкцию",61-310-864101-2015,03.07.2015,47.2283191612234,39.6305454542297,"422557,5735","2197662,639"
"пр-кт. Стачки, 188/3","Многоквартирный жилой дом со встроенно-пристроенными помещениями общественного назначения (офисы) и подземной автостоянкой","На строительство",61-310-875901-2016,18.02.2016,47.2136526627444,39.6378568116004,"420917,4834","2198188,212"
"пр-кт. Стачки, 188","Жилое помещение (квартира № 21 ) под нежилое (офисное) помещение","На реконструкцию",61-310-868701-2015,12.11.2015,47.2127839697545,39.6387836781667,"420819,6984","2198256,759"
"ул. Совхозная, 32а (микрорайон ""Левенцовка"")","Многоквартирный жилой дом Литер 1","На строительство",61-310-896501-2016,12.12.2016,47.2346205202101,39.5658422004661,"423345,1031","2192775,409"
"ул. Совхозная, 32а (микрорайон ""Левенцовка"")","Многоквартирный жилой дом Литер 2","На строительство",61-310-896601-2016,12.12.2016,47.2346205202101,39.5658422004661,"423345,1031","2192775,409"
"Совхозная ул., 44а","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310008-230,28.04.2017,47.2347796727897,39.5535089649369,"423379,8388","2191841,853"
"СНТ «Нива», 17 (пер. 2-й Фермерский, 17)","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU613100008-98,17.04.2013,47.2371386390017,39.5474186055804,"423650,5619","2191385,515"
"СТ ""Нива"" (34)","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-147,28.10.2014,47.237572902426,39.5468947852661,"423699,5703","2191346,742"
"СНТ ""Изумруд"", 149","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-106,09.07.2013,47.238265075684,39.563701753762,"423753,2258","2192620,706"
"Северо-западная часть города, х. Дугино","Водовод сырой воды, водовод питьевой воды","На строительство",RU61310000-7206/1-2,16.12.2013,47.2363040083017,39.5618980302991,"423537,6953","2192480,164"
"ул. Мазурова, 4","Одноквартирный жилой дом","На строительство","RU 61310008-212",22.02.2017,47.2303638760677,39.555206136217,"422886,5687","2191961,377"
"пер. 1-й Санинструкторский, 5","одноквартирный жилой дом","На строительство","RU 61310008-194",29.04.2016,47.232369218383,39.5515954276116,"423114,5194","2191692,041"
"ул. Совхозная, 44а","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-144,07.10.2014,47.2354607128842,39.5540443220616,"423454,8091","2191883,777"
"ул. 3-я Ковровая, 9","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-121,27.01.2014,47.2397140285093,39.5690134357841,"423907,0048","2193025,803"
"пер. Фермерский, 66","Склад № 1 - I этап строительства","На реконструкцию",61-310-905201-2017,06.04.2017,47.2422804111575,39.5481319607583,"424221,1933","2191450,046"
"пер. Фермерский, 66","Склад № 2 - II этап строительства","На строительство",61-310-905301-2017,06.04.2017,47.2422804111575,39.5481319607583,"424221,1933","2191450,046"
"пер. Фермерский, 66","Склад № 3 - III этап строительства","На строительство",61-310-905401-2017,06.04.2017,47.2422804111575,39.5481319607583,"424221,1933","2191450,046"
"пер. Фермерский, 66","Склад № 4 - IV этап строительства","На строительство",61-310-905501-2017,06.04.2017,47.2422804111575,39.5481319607583,"424221,1933","2191450,046"
"пер. Фермерский, 66","Склад № 5 - V этап строительства","На строительство",61-310-905601-2017,06.04.2017,47.2422804111575,39.5481319607583,"424221,1933","2191450,046"
"пер. Фермерский, 66","Склад № 6 - VI этап строительства","На строительство",61-310-905701-2017,06.04.2017,47.2422804111575,39.5481319607583,"424221,1933","2191450,046"
"пер. Фермерский, 66","Склад № 7 - VII этап строительства","На строительство",61-310-905801-2017,06.04.2017,47.2422804111575,39.5481319607583,"424221,1933","2191450,046"
"Правовая ул., 41","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310008-224,18.04.2017,47.2179290443689,39.6207977981573,"421415,3204","2196904,281"
"ул. Благодатная, 239","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-143,30.09.2014,47.2215233291402,39.6148190464733,"421822,8313","2196458,431"
"ул. Капитанская, 1/11б","одноквартирный жилой дом","На строительство","RU 1310008-194",29.04.2016,47.2124473803862,39.6131168752992,"420816,0964","2196311,793"
"просп. Стачки, № 298 (ДНТ ""Садовод-Любитель"")","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-137,17.06.2014,47.2121099391051,39.6038195370594,"420790,9898","2195606,834"
"ДНТ ""Садовод-Любитель"", (8-113)","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310008-231,10.05.2017,47.219924122555,39.6077106297766,"421654,51","2195916,909"
"ДНТ ""Садовод-Любитель"", (8-35)","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310008-228,28.04.2017,47.2225411111239,39.6128898909038,"421938,5453","2196314,305"
"ДНТ ""Садовод-Любитель"", ТЭЦ-05, 7-203, пр. Стачки, 348","Здание физкультурно-спортивного комплекса","На строительство",61-310-904001-2017,15.03.2017,47.2106048556984,39.5975058000693,"420632,1397","2195125,58"
"ДНТ ""Садовол-Любитель"", ул. Кочевая, 65а","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310008-220,12.04.2017,47.2140403651364,39.6044883069629,"421004,7049","2195661,287"
"СНТ ""Мечта"", (146)","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310008-226,25.04.2017,47.2280174136454,39.6030361232341,"422560,5156","2195578,771"
"2-я Обзорная ул., 16а","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310008-221,13.04.2017,47.2268377553929,39.6049902333765,"422426,7535","2195724,439"
"ул. Обзорная, 108","одноквартирный жилой дом","На строительство","RU 61310008-180",01.09.2015,47.2298502884121,39.6034398567597,"422763,7407","2195612,949"
"пр-кт. Стачки, 226а","Административное здание, магазин","На реконструкцию",61-310-857101-2015,20.11.2015,47.2127853457612,39.6171867050748,"420848,264","2196620,749"
"Стачки просп., 226а","Магазин с помещениями общественного назначения","На строительство",RU61310000-2126-1,20.04.2012,47.2128122583692,39.6172002182585,"420851,238","2196621,825"
"Зорге ул., 9 (с.п.5)","19-этажный 2-секционный жилой дом со встроенными помещениями общественного назначения и автостоянкой","На строительство",RU61310000-7910-1,11.10.2012,47.2179294513356,39.6322442580955,"421400,2908","2197771,289"
"ул. Андрея Сладкова, 170а","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-127,02.06.2014,47.2154597533695,39.6380236902945,"421118,1646","2198204,316"
"Ровенская ул., 104","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310008-233,12.05.2017,47.2184911576013,39.6363965205356,"421457,3002","2198086,878"
"Кустанайская ул., 97","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310008-218,31.05.2017,47.2204221188891,39.6369345322057,"421671,2673","2198131,333"
"ул. Развиленская, 96","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-123,10.02.2014,47.2214401856088,39.6366430448941,"421784,8296","2198111,209"
"ул. Акмолинская, 90","одноквартирный жилой дом","На строительство","RU 61310008-200",26.05.2016,47.2240341958112,39.6360270955493,"422074,0184","2198069,537"
"Лесопарковая ул., 129а","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310000-227,25.04.2017,47.224908204765,39.6389952642072,"422167,3072","2198296,008"
"ул. Мечетинская, 63","одноквартирный жилой дом","На строительство",RU61310008-175,10.08.2015,47.2237356797035,39.6395621488809,"422036,2147","2198336,696"
"ул. Мечетинская, 61","Индивидуальный  одноквартирный трёхэтажный жилой дом","На строительство",RU61310008-128,26.06.2014,47.2237796208276,39.6397475306713,"422040,858","2198350,82"
"Благодатная ул., 100а","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310008-223,18.04.2017,47.2230714859994,39.6409141403043,"421960,6118","2198437,82"
"ул. Мичуринская, 51/114","Индивидуальный  одноквартирный трёхэтажный жилой дом литера «А»","На строительство",RU61310008-108,31.07.2013,47.2195518239026,39.6445817242667,"421564,5487","2198708,88"
"Манежная ул., 25","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310008-217,07.04.2017,47.2179661924666,39.6450245999574,"421387,6942","2198739,401"
"ул. Манежная, 63","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-125,15.04.2014,47.2171766874845,39.6414504396104,"421304,5719","2198467,168"
"ул. Череповецкая, 42","Индивидуальный  одноквартирный двухэтажный жилой дом литера «А»","На строительство",RU613100008-97,28.03.2013,47.2169151817828,39.6415661064736,"421275,3489","2198475,43"
"ул. Задонская, 133","индивидуальный одноквартирный жилой дом","На строительство",RU61310008-148,24.10.2014,47.2152759963582,39.5704947308213,"421188,1306","2193088,76"
"ул. 30-летия Октября, 237","Индивидуальный  одноквартирный двухэтажный жилой дом литера «А»","На строительство",RU613100008-96,21.03.2013,47.2175127023456,39.5693040993896,"421438,4243","2193003,078"
"СТ ""Стимул"" (307)","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-132,10.06.2014,47.2315414387408,39.5364794506141,"423043,6101","2190545,695"
"СТ ""Путеец"" (168)","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-142,27.08.2014,47.2255849100911,39.555737250766,"422354,5423","2191991,875"
"ул. Задонская, 17 А","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-140,12.08.2014,47.1952097712893,39.6086030667612,"418905,7634","2195936,109"
"ул.Пескова, 44/1","одноквартирный жилой дом","На строительство",RU61310008-176,10.08.2015,47.196810670019,39.6086477564587,"419083,6793","2195942,629"
"ул.2-я Краснодарская, 92б","Здание промтоварного магазина торговой площади 49,5м2","На строительство",RU61310000-7228-1,08.12.2009,47.2046487983313,39.6197717848007,"419940,2787","2196800,77"
"пр-кт. Коммунистический, 35б","Административное здание","На строительство",RU61310000-8458-1,30.10.2014,47.2070185119658,39.6256600235001,"420195,949","2197251,467"
"ул. 2-я Краснодарская, 145а","Производственное здание в офисное здание","На реконструкцию",RU61310000-8472-1,19.11.2014,47.202867970637,39.6296368303056,"419729,2897","2197544,747"
"ул. Тружеников, 11","Торгово-офисное здание - 1-й этап реконструкции","На реконструкцию",61-310-904701-2017,03.04.2017,47.207788929422,39.6472904416119,"420253,3195","2198891,656"
"ул. Тружеников, 11","Торгово-офисное здание - 1-й этап реконструкции","На реконструкцию",61-310-904701-2017,03.04.2017,47.207788929422,39.6472904416119,"420253,3195","2198891,656"
"ул. Тружеников, 11","Торгово-офисное здание - 2-й этап реконструкции","На реконструкцию",61-310-904801-2017,03.04.2017,47.207788929422,39.6472904416119,"420253,3195","2198891,656"
"ул. Тружеников, 11","Торгово-офисное здание - 2-й этап реконструкции","На реконструкцию",61-310-904801-2017,03.04.2017,47.207788929422,39.6472904416119,"420253,3195","2198891,656"
"пр-кт. Стачки, 183","Многоэтажный жилой дом со встроенными помещениями общественного назначения и подземной автостоянкой","На строительство",RU61310000-2255-1/1,26.11.2007,47.2110465824814,39.6470396435508,"420615,8067","2198878,857"
"ул. Сказочная, 101","Одноквартирный жилой дом","На строительство","RU 61310008-193",08.04.2016,47.2026242254749,39.6346890013273,"419695,5658","2197927,062"
"Тарновского-Терлецкого ул., 51","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",№29,14.05.2008,47.2673363385404,39.6753700523175,"426837,366","2201129,938"
"Самаркандская ул., 29а","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",№28,30.04.2008,47.268799027192,39.6744371681813,"427001,1632","2201062,072"
"Самаркандская ул., 30","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",№51,26.06.2008,47.2691428338437,39.674097940724,"427039,8165","2201037,044"
"Алданская ул., 39","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-196,14.03.2014,47.2703330197212,39.6751438482816,"427170,8056","2201118,409"
"Витебская ул., 44/44","индивидуальный жилой дом литер «А» с возведением  пристройки","На строительство",RU61310005-136,09.06.2012,47.2701034887721,39.6759338518935,"427144,2851","2201177,761"
"Алданская ул., 18а",-,"На строительство",RU61310005-331,30.03.2017,47.2702470560317,39.672935785467,"427164,0545","2200951,165"
"Рахманинова ул., 72","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-72,25.10.2010,47.269420259802,39.6789117889854,"427064,5537","2201401,832"
"Рахманинова ул., 89","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-104,12.03.2012,47.2688231113778,39.6779791036987,"426999,3476","2201330,143"
"Владивостокский пер., 51","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-133,01.06.2010,47.2680023575453,39.6783518577742,"426907,629","2201356,823"
"Тарновского-Терлецкого ул., 77","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310005-282,21.12.2015,47.2679312625776,39.6782055868622,"426899,9104","2201345,622"
"Тюменская ул., 77","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310005-161,17.01.2013,47.2683242777258,39.6786731269358,"426943,0113","2201381,733"
"Тульская ул., 95","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310005-303,20.07.2016,47.2670767147917,39.6797275700669,"426802,9804","2201459,207"
"Дачная ул., 9","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310005-216,04.08.2014,47.2619333645016,39.682449774107,"426227,7343","2201655,67"
"Витебская ул., 2","индивидуальный жилой дом литер «А»","На строительство",RU61310005-58,02.07.2010,47.2688058686507,39.6686622869705,"427009,2758","2200625,087"
"Соловьиная ул.,6","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-30,10.06.2009,47.2609670755926,39.666277764941,"426140,8532","2200429,926"
"Соловьиная ул., 8","индивидуальный одноквартирный двухэтажный жилой дом с подвалом и мансардой","На строительство",RU61310005-34,28.08.2009,47.2608761332999,39.6664483941999,"426130,5247","2200442,669"
"Соловьиная ул., 8а","индивидуальный одноквартирный двухэтажный жилой дом с подвалом и мансардой","На строительство",RU61310005-35,28.08.2009,47.2608124044084,39.6665797252004,"426123,2719","2200452,489"
"СНТ ""Женьшень"", 31","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-164,26.02.2013,47.2556238031253,39.6709405739325,"425540,8726","2200772,826"
"Женьшеневая ул., 13","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-203,18.04.2014,47.2560514342516,39.6716462015476,"425587,5153","2200827,035"
"СНТ ""Братство"", 1056","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310005-206,30.04.2014,47.2749452687104,39.6197854850269,"427755,337","2196938,414"
"СНТ ""Братство"", 1169","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-135,09.06.2012,47.2757472923085,39.6228346967585,"427840,4704","2197170,683"
"СНТ ""Братство"", 122","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-122,10.05.2012,47.2876254243674,39.6558646839635,"429117,9279","2199692,291"
"СНТ ""Братство"", уч. 1180","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-158,06.12.2012,47.2893902759412,39.6539695692878,"429316,5768","2199552,281"
"СНТ ""Братство"", 500","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-220,08.09.2014,47.282231612919,39.6345164816171,"428545,9995","2198067,025"
"СНТ ""Братство"", 212","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-121,02.05.2012,47.2857838135085,39.6491265507365,"428921,891","2199179,079"
"СНТ ""Братство"", 315","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310005-176,21.06.2013,47.2835946061019,39.6433496462668,"428686,0042","2198737,884"
"СНТ ""Братство"", 1184","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-217,05.08.2014,47.2884831399919,39.6553068252016,"429214,0024","2199651,716"
"СНТ ""Братство"", 261","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310005-329,20.03.2017,47.2855207438358,39.6463340859829,"428896,2639","2198967,333"
"СНТ Братство, 1063","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-284,23.12.2015,47.2756018447706,39.6214584531303,"427826,1185","2197066,271"
"СНТ ""Братство"", 630","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-292,09.03.2016,47.2804017262803,39.6303309730182,"428348,0512","2197746,848"
"СНТ «Братство», ул. 5-я Турнирная, 46","индивидуальный жилой дом литер «Б» с возведением пристройки","На строительство",RU61310005-154,15.11.2012,47.2758592007618,39.6204437732648,"427856,0713","2196989,998"
"2-я Форматная ул., 95","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-280,30.11.2015,47.2920332631821,39.6494938396936,"429616,1925","2199218,753"
"СТ ""Авангард-3"", 156","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310005-183,28.11.2013,47.2804612579359,39.6782202280644,"428292,9008","2201370,048"
"СНТ ""9 Мая"", 61","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-180,28.08.2013,47.2782347871508,39.6805312652869,"428042,4505","2201540,755"
"Парадная ул., 23","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310005-328,16.03.2017,47.2782825509505,39.6815760515674,"428046,4401","2201619,89"
"СТ «Мир», ул. 2-я Арсенальная, 51","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-129,24.05.2012,47.2806537909522,39.6760813743075,"428317,0167","2201208,591"
"СТ ""Мир"", ул. Полевая, 2","индивидуальный одноквартирный одноэтажный с мансардой жилой дом","На строительство",RU61310005-91,26.07.2011,47.2820138325741,39.677301560646,"428466,6708","2201303,438"
"ул. Особенная, 79/1","Склад материалов ООО ""Аврора""","На строительство",61-310-908301-2017,01.06.2017,47.2842403583616,39.668830230794,"428724,9747","2200666,727"
"Почетная ул., 87/4","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-167,04.04.2013,47.2820460845922,39.6702830399356,"428479,1761","2200772,524"
"СНТ ""За Дружбу"", 142",Склад,"На строительство",RU61310000-8469-1,14.11.2014,47.2891143701273,39.664410035915,"429272,487","2200341,508"
"5-я Канатная ул., 79","индивидуальный одноквартирный одноэтажный жилой дом с надстройкой второго этажа","На строительство",RU61310005-171,26.04.2013,47.2910787756555,39.6669068743369,"429487,6853","2200534,065"
"5-й Строевой пер., 6","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310005-321,03.02.2017,47.2741528491837,39.6710689042075,"427600,6525","2200817,206"
"СНТ ""СКВО"", уч. 282","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-96,12.12.2011,47.276228180347,39.6760911106672,"427824,9915","2201201,078"
"СНТ ""СКВО"", уч. 109","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-77,25.04.2011,47.274920660935,39.6781626795817,"427677,0033","2201355,382"
"СНТ ""СКВО"", 409","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-144,18.06.2012,47.2780437308624,39.6793789085731,"428022,6676","2201453,213"
"СНТ ""СКВО"", уч.174 (ул. Ладная, 17)","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-92,30.08.2011,47.275540567644,39.6782895465812,"427745,7601","2201366,135"
"Вавилова ул., 74г",Автомойка,"На строительство",RU61310000-6662-1,28.04.2008,47.2833729529908,39.6817074955864,"428612,1948","2201639,284"
"Вавилова ул., 74г",Автомойка,"На строительство",RU61310000-6662-2,12.02.2009,47.2833729529908,39.6817074955864,"428612,1948","2201639,284"
"Вавилова ул., 74г",Автомойка,"На строительство",RU61310000-6662-3,31.07.2009,47.2833729529908,39.6817074955864,"428612,1948","2201639,284"
"4-я Залповая ул., 44","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-128,21.05.2012,47.3009445406589,39.6641085845479,"430588,0835","2200340,967"
"СНТ ""Салют"", 438","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-184,09.12.2013,47.3000484060284,39.6588479123304,"430495,2045","2199941,428"
"12-я Залповая ул., 17",-,"На строительство",RU61310005-305,08.08.2016,47.3024101183374,39.6595384105144,"430756,8791","2199998,109"
"ул. Вавилова, 59л","Офисное здание","На строительство",61-310-886201-2016,15.06.2016,47.2689234961588,39.6837950129229,"427003,1562","2201770,431"
"ул. Вавилова, 59/4","Здание склада","На строительство",61-310-881101-2016,01.04.2016,47.272096651751,39.6765671479902,"427365,0694","2201229,397"
"ул. Вавилова, 59/3","Здание общественного назначения (офисное здание)","На строительство",61-310-873901-2015,04.12.2015,47.2721631439756,39.6774931058115,"427371,2877","2201299,585"
"ул. Инженерная, 7","Административно-офисное здание (поз. 2 по ПЗУ) - 1- этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
