address,type_object,type_permit,number_permit,date_permit,latitude_1,longitude_1,latitude_2,longitude_2
"ул. Батуринская, 56","одноквартирный жилой дом с количеством этажей - два","На строительство",RU61310002-33,31.07.2014,47.2072229102868,39.6629120267691,"420170,2531","2200074,069"
,"индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310000-13,17.06.2017,47.2060415015321,39.663438491269,"420038,2382","2200111,733"
"ул. Горбачева, 96","одноквартирный жилой дом с количеством этажей - три","На строительство",RU61310002-31,31.07.2014,47.2057977335471,39.6635938456863,"420010,9388","2200123,044"
"СНТ ""Красный садовод"", 350","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство","RU 61310000-45",22.11.2016,47.202896219532,39.6455811236202,"419711,6026","2198752,837"
"Дежнева пер., 17/9","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-86,02.12.2015,47.2018349397012,39.645555056756,"419593,6513","2198748,84"
"Магнитогорская ул., 3в","10-ти этажный многоквартирный жилой дом со встроенными помещениями общественного назначения и подземной автостоянкой","На строительство",61-310-831002-2016,19.12.2016,47.1957133380862,39.6269920444977,"418937,3709","2197330,541"
"ул. Магнитогорская, 3б","Многоквартирный жилой дом","На строительство",61-310-857701-2015,26.06.2015,47.1954519180805,39.6270945410565,"418908,1733","2197337,803"
"пер. Пржевальского, 28в","Индивидуальный, одноквартирный , одноэтажный жилой дом","На строительство","RU 61310000-31",28.04.2017,47.1953392452753,39.6263146051231,"418896,6743","2197278,485"
"пер. Урицкого, 74/10","Многоквартирный жилой дом с помещениями общественного назначения на первом этаже и подземной автостоянкой","На строительство",61-310-889901-2016,10.08.2016,47.1970589351147,39.6293041988728,"419083,9225","2197508,343"
"пер. Урицкого, 56","3-х этажная жилая застройка","На строительство",61-310-907901-2017,25.05.2017,47.1950318239979,39.6298872926476,"418857,7976","2197548,619"
"ул. Камышинская, 23а","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-9",10.05.2016,47.1929939679094,39.625864747201,"418636,5371","2197239,862"
"ул. Магнитогорская, 23","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-30,02.09.2016,47.1959967543336,39.6375793189304,"418954,9941","2198133,348"
"ул. Кузнечная, 115","Многоквартирный жилой дом","На строительство",RU61310000-8547-1,12.03.2015,47.1935442861525,39.6386188608721,"418680,99","2198207,424"
"ул. Кузнечная, 70","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство","RU 61310000-11",25.05.2016,47.1928780411094,39.6322371282675,"418615,2721","2197722,539"
"пер. Молодогвардейский, 38","Одноквартирный жилой дом, этажностью - два","На строительство",RU61310000-11,04.03.2015,47.1926897374292,39.6321293240851,"418594,4793","2197714,007"
"бывший аэродром ДОСААФ, участок XXXVIII","Жилой дом №38","На строительство",61-310-897201-2016,30.11.2016,47.2007766110291,39.6434041300312,"419478,7897","2198583,85"
"пер. Аэроклубовский, 63","Индивидуальный, одноквартирный , двухэтажный жилой дом","На строительство","RU 61310000-23",07.04.2017,47.1972202992356,39.6455782953645,"419080,6003","2198741,809"
"пер. Аэроклубовский, 65","одноэтажный, одноквартирный жилой  дом","На строительство",RU61310002-37,09.09.2014,47.1973738008562,39.6454745781286,"419097,8001","2198734,242"
"территория бывшего аэродрома ДОСААФ в г.Ростове-на-Дону. Участок XXVIII","Канализационная насосная станция - I этап строительства пожарного поста и канализационной насосной станции в жилой застройке с объектами социально-культурного и коммунального назначения","На строительство",RU61310000-7074-1,15.06.2009,47.1989801476422,39.6429468995161,"419279,6673","2198545,777"
"бывший аэродром ДОСААФ в г.Ростове-на-Дону. Участок XXVII","Здание ЖЭС","На строительство",RU61310000-7065-1,01.06.2009,47.1995571301211,39.6427163058007,"419344,1119","2198529,406"
"бывший аэродром ДОСААФ в г.Ростове-на-Дону. Участок XXVII","РП ТП","На строительство",RU61310000-7065-1,01.06.2009,47.1995571301211,39.6427163058007,"419344,1119","2198529,406"
"территория бывшего аэродрома ДОСААФ в г.Ростове-на-Дону. Участок XXIX","Автостоянка на 313 автомобилей","На строительство",RU61310000-7072-1,05.06.2009,47.1983042988006,39.6431630966211,"419204,2502","2198560,868"
"ул.Магнитогорская, 132л","индивидуальный одноквартирный жилой дом с количеством этажей - три","На строительство",RU61310002-3,22.01.2014,47.1950454788123,39.6452220134976,"418839,283","2198710,667"
"ул. Кузнечная, 203","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-28,30.08.2016,47.1953951149308,39.6486178229772,"418873,7477","2198968,657"
"ул. Портовая, 386, 386а, 388","Объект бытового обслуживания и сферы торговли","На строительство",61-310-889501-2016,08.08.2016,47.1939951769531,39.6480333261152,"418718,8707","2198921,704"
"ул. Кузнечная, 231","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-2,05.02.2016,47.1959381111395,39.6512110326774,"418930,7573","2199166,192"
"ул. Магнитогорская, 158","одноквартирный жилой дом с количеством этажей - три","На строительство",RU61310002-4,17.02.2015,47.1969647514671,39.652582896315,"419043,1184","2199272,092"
"ул. Кузнечная, 282","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство","RU 61310000-21",26.07.2016,47.1982724121697,39.6582870442459,"419181,1416","2199706,789"
"ул. Портовая, 256а","одноквартирный жилой дом этажностью - три","На строительство",RU61310002-46,11.11.2014,47.1999797473376,39.6632705718789,"419364,5525","2200087,614"
"ул. 2-я Володарского, 305/52","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-89,23.12.2015,47.1963319909089,39.6467816518289,"418980,283","2198831,301"
"2-я Володарского ул., 215","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310000-8,06.03.2017,47.1987760348536,39.6551654333503,"419241,1504","2199471,209"
"пер. Молодогвардейский, 54","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-15",06.06.2016,47.1941301773733,39.6319088844961,"418754,9055","2197700,074"
"Вертолетное поле (бывший аэродром ДОСААФ), участок I-4","индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство","RU 61310000-63",28.08.2015,47.2021737722975,39.65558999891,"419618,3381","2199509,804"
"пер. Салютина, 9","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-32,30.09.2016,47.2009929957664,39.6575815823065,"419484,5033","2199658,471"
"ул. Курортная, 122","Индивидуальный, одноквартирный , двухэтажный жилой дом","На строительство","RU 61310000-24",10.04.2017,47.2039092593599,39.6556905633524,"419811,147","2199520,705"
"ул. 1-я Круговая, 72/1","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-29",18.04.2017,47.2019883231347,39.6596924245136,"419592,4421","2199820,283"
"территория бывшего аэродрома ДОСААФ в г.Ростове-на-Дону. Участок XV","Апарт-отель на 17 номеров","На строительство",RU61310000-7071-1,05.06.2009,47.2000475585455,39.6514460621438,"419387,3107","2199191,797"
"ул. Магнитогорская, 1/1","26-ти этажный жилой дом - 2-й этап строительства","На строительство",61-310-877201-2016,16.02.2016,47.1954507081736,39.6240196739553,"418912,0915","2197104,798"
"ул. Магнитогорская, 1/1","20-ти этажный 2-х секционный жилой дом","На строительство",61-310-889801-2016,04.08.2016,47.1960569346955,39.6233669303496,"418980,3486","2197056,509"
"ул. Магнитогорская, 1а","20-ти этажный 3-х секционный жилой дом - 4 - й этап строительства","На строительство",61-310-899401-2016,09.12.2016,47.1961718234219,39.6220881689095,"418994,8099","2196959,833"
"ул. Магнитогорская, 1","20-ти этажный многоквартирный жилой дом с помещениями общественного назначения (Дошкольная образовательная организация на 80 мест, офисные помещения) - 6 этап строительства","На строительство",61-310-898701-2016,09.12.2016,47.1956635696311,39.6212640273908,"418939,3955","2196896,397"
"ул. Магнитогорская, 2","20-ти этажный многоквартирный жилой дом с помещениями общественного назначения (Дошкольная образовательная организация на 80 мест, офисные помещения) - 10 этап строительства","На строительство",61-310-898801-2016,09.12.2016,47.1951131926318,39.6199115425607,"418879,9979","2196792,842"
"ул. Циолковского, 1","5-ти этажная многоуровневая автостоянка на 280 машино-мест - 15-й этап строительства","На строительство",61-310-902301-2017,23.01.2017,47.1943848454613,39.6198634750627,"418799,0895","2196787,786"
"ул. Магнитогорская, 2а","20-ти этажный многоквартирный жилой дом с помещениями общественного назначения (кафе на 50 мест, отделение связи, офисные помещения) - 9 этап строительства","На строительство",61-310-899501-2016,09.12.2016,47.1947840311839,39.6208974581693,"418842,0999","2196866,914"
"ул. Циолковского, 3","5-ти этажная многоуровневая автостоянка на 280 машино-мест - 14-й этап строительства","На строительство",61-310-902201-2017,23.01.2017,47.1940656080127,39.6206779393675,"418762,5215","2196848,885"
"ул. Магнитогорская, 2б","20-ти этажный многоквартирный жилой дом с помещениями общественного назначения (магазин непродовольственных товаров, ЖЭУ, предприятие бытового обслуживания, приемный пункт химчистки, офисные помещения) - 8 этап строительства","На строительство",61-310-898901-2016,09.12.2016,47.1944368721289,39.6218831514537,"418802,2023","2196940,934"
"ул. Циолковского, 5","5-ти этажная многоуровневая автостоянка на 280 машино-мест - 13-й этап строительства","На строительство",61-310-902101-2017,23.01.2017,47.1937644970507,39.6214662127002,"418728,004","2196908,035"
"ул. Магнитогорская, 2в","20-ти этажный многоквартирный жилой дом с помещениями общественного назначения (магазин продовольственных товаров, филиал банка, фитнес зал, офисные помещения) - 7 этап строительства","На строительство",61-310-899601-2016,09.12.2016,47.194090063127,39.6228028537255,"418762,4318","2197009,955"
"ул. Магнитогорская, 1б","20-ти этажный многоквартирный жилой дом с помещениями общественного назначения (Дошкольная образовательная организация на 80 мест, офисные помещения) - 5 этап строительства","На строительство",61-310-899701-2016,09.12.2016,47.1953045463045,39.6227774661644,"418897,4821","2197010,385"
"пер. Снеговой, 19","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-6",06.04.2016,47.2278130429058,39.6423181598704,"422485,9161","2198553,216"
"пер. Урюпинский, 6","одноквартирный жилой дом этажностью - два","На строительство",RU61310002-5,19.02.2015,47.2310347716403,39.6420533364217,"422844,43","2198539,319"
"пер. Араратский, 45/169","одноэтажный одноквартирный жилой дом","На строительство",RU61310002-57,23.12.2014,47.231844201521,39.6420763134634,"422934,3868","2198542,606"
"ул. Доватора, район ул. Лазо",Автомойка,"На строительство",RU61310000-6380-1,16.02.2007,47.2418720090163,39.6423823207913,"424048,8112","2198584,941"
"пл.Привокзальная, 13а","Склад металла","На строительство",RU61310000-6966-1,05.03.2009,47.222512930491,39.6861294604655,"421840,5925","2201861,276"
"ул. Предботаническая, 2д","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-17",04.07.2016,47.2339361422809,39.6427750930669,"423166,0448","2198599,517"
"НСТ ""Дружба"", ул.3-я улица, 36","одноквартирный жилой дом с количеством этажей-два","На строительство",RU61310002-42,08.10.2014,47.2314802404529,39.6492030188258,"422884,671","2199081,582"
"ул. Нагорная, 162","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство","RU 61310000-49",13.12.2016,47.2182342243417,39.6750238245559,"421378,9592","2201012,18"
"ул. Кручинина, 64","индивидуальный одноквартирный жилой дом с  количеством этажей - три","На строительство",RU61310002-11,10.04.2014,47.2195805686501,39.6785660510568,"421524,144","2201282,986"
"Депутатская ул., 5а",Автосалон,"На строительство",61-310-827802-2016,24.05.2016,47.220277110373,39.6854668847051,"421592,8641","2201806,959"
"пр-кт. Ставского, 6/16","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-25,15.08.2016,47.2188623013922,39.6843924483926,"421436,9297","2201722,962"
"ул. Межевая, 86","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-25",12.04.2017,47.2158830007227,39.6832055668277,"421107,2093","2201627,545"
"ул. Вагулевского, 70","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-26",13.04.2017,47.216894494814,39.6855421286529,"421216,7141","2201806,404"
"Вагулевского ул., 81","Административное здание ДПМ","На реконструкцию",RU61310000-7939-1,04.12.2012,47.2163043266745,39.6864586645357,"421149,9492","2201874,738"
"Вагулевского ул., 81","Административное здание ДПМ","На реконструкцию",RU61310000-7939-2,26.09.2013,47.2163043266745,39.6864586645357,"421149,9492","2201874,738"
"Вагулевского ул., 35-37","Многоквартирный жилой дом со встроенными помещениями общественного назначения","На строительство",RU61310000-8211-1,29.01.2014,47.2154115002243,39.6898400008814,"421046,4402","2202129,219"
"ул. Вагулевского, 26а","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-33,30.09.2016,47.2157211380198,39.6907021346499,"421079,7815","2202195,094"
"Республиканская ул.","Приемная шахта К-11","На строительство",RU61310000-6692-1,20.06.2008,47.2225836695079,39.6742075744708,"421863,5366","2200958,466"
"Всесоюзная, 127","Индивидуальный, одноквартирный , одноэтажный жилой дом","На строительство","RU 61310000-17",23.03.2017,47.1898315123056,39.6300897023396,"418279,4013","2197553,935"
"ул. Набережная, 79а","индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-62",27.08.2015,47.189605028243,39.6254554573348,"418260,3206","2197202,293"
"ул. Всесоюзная, 107","Двухэтажное административное здание","На строительство",61-310-868401-2015,12.10.2015,47.1904471074001,39.6277349804049,"418350,9342","2197376,672"
"ул. Всесоюзная, 120","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-28",17.04.2017,47.188830062067,39.6289958538084,"418169,5053","2197469,107"
"пер. Промысловый, 10","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-36",15.05.2017,47.1877503361436,39.6323214104808,"418045,1031","2197719,061"
"ул. Всесоюзная, 56/12","Индивидуальный, одноквартирный, одноэтажный жилой дом","На строительство","RU 61310000-84",16.11.2015,47.1914865058054,39.6218750946133,"418474,2141","2196934,603"
"пер. 5-й Поселковый, 19","одноквартирный жилой дом с количеством этажей - три","На строительство",RU61310002-7,25.02.2015,47.1924534540859,39.6486611738153,"418546,6601","2198966,351"
"5-й Поселковый пер., 18","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",61310000-5,30.03.2016,47.1922998748565,39.6487780675034,"418529,4349","2198974,917"
"ул. Войкова, 80","Индивидуальный, одноквартирный, одноэтажный жилой дом","На строительство","RU 61310000-12",31.05.2016,47.1912393645839,39.6502034866443,"418409,69","2199080,924"
"ул. Портовая, 391","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-18",19.07.2016,47.1947816103552,39.6536910543635,"418798,9824","2199351,928"
"пер. 2-й Поселковый, 28","Индивидуальный, одноквартирный , двухэтажный жилой дом","На строительство","RU 61310000-19",29.03.2017,47.1948012982365,39.6565417699556,"418797,4957","2199567,986"
"пер. 2-й Поселковый, 30","индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-32,29.04.2015,47.194901447064,39.6563318579982,"418808,8999","2199552,268"
"Портовая ул., 275","9-ти этажный 2-х секционный многоквартирный жилой дом со встроенным офисом на 1-м этаже и встроенной подземной автостоянкой (секция 2)","На строительство",RU61310000-8217-2,27.02.2015,47.1996396130959,39.6645333276426,"419325,1216","2200182,654"
"Портовая ул., 277","9-ти этажный 2-х секционный многоквартирный жилой дом со встроенным офисом на 1-м этаже и встроенной подземной автостоянкой (секция 1)","На строительство",RU61310000-8216-2,27.02.2015,47.1994269571417,39.6639763664741,"419302,1933","2200140,053"
"Войкова ул., 178б","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310000-7,16.02.2017,47.1977414908866,39.6630051390416,"419116,0601","2200063,293"
"ул. Портовая, 279а",Магазин,"На реконструкцию",61-310-900601-2016,14.12.2016,47.2000108731872,39.6656597855855,"419364,9542","2200268,703"
"ул. Верхний Железнодорожный проезд, 7","Индивидуальный, одноквартирный , одноэтажный жилой дом","На строительство",RU61310000-21,06.04.2017,47.1978126084499,39.6739466607934,"419110,0015","2200892,502"
"ул. Матросова, 35","Жилой дом","На строительство",61-310-868101-2015,17.08.2015,47.1993574407836,39.6666546472863,"419291,0384","2200342,859"
"пер. Рыболовецкий, 7","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-2,25.01.2017,47.1979065859212,39.6732615846361,"419121,3202","2200840,767"
"пер. Рыболовецкий, 7а","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-3,25.01.2017,47.1980600346873,39.6731711426441,"419138,4945","2200834,2"
"пер. Глиссерный, 21б","Индивидуальный, одноквартирный , двухэтажный жилой дом","На строительство","RU 61310000-37",16.05.2017,47.201286551384,39.6782140747615,"419490,7935","2201222,316"
"ул. Акмолинская, 20","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-29,01.09.2016,47.2258591184606,39.6442752186898,"422266,147","2198697,697"
"ул. Красносельская, 21","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-8",06.05.2016,47.2227542910131,39.6477365656887,"421916,4814","2198953,928"
"ул. Толмачева, 18","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-44,18.11.2016,47.2224157067518,39.6471646935296,"421879,5815","2198909,972"
"ул. Ровенская, 21","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-83",11.11.2015,47.2201835973799,39.6458040476549,"421633,1971","2198802,665"
"ул. Рижская, 9","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-88,11.12.2015,47.2190008529169,39.6465818511006,"421500,6986","2198859,325"
"ул. Мичуринская, 2","2-х этажное офисное здание с гаражом сотрудников","На строительство",61-310-850703-2017,02.03.2017,47.2176519757737,39.6465126516,"421350,8299","2198851,514"
"ул. Запорожская, 38","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-22",29.07.2016,47.217845459335,39.6472939412138,"421371,3265","2198911,061"
"ул. Говорова, 57а","Индивидуальный, одноквартирный, одноэтажный жилой дом","На строительство","RU 61310000-34",12.05.2017,47.2267969172435,39.6470595376254,"422366,7898","2198910,349"
"пер. Глазунова, 18","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-42,10.11.2016,47.2222549658946,39.648549100383,"421859,9169","2199014,518"
"ул.Заветинская, 20/24","Одноквартирный жилой дом с количеством этажей - три","На строительство",RU61310002-38,10.09.2014,47.2261473505052,39.6505772154319,"422290,0191","2199175,516"
"ул. Родниковая, 27/4","индивидуальный одноквартирный жилой дом с количеством этажей - два","На строительство",RU61310002-4,22.01.2014,47.2283129959707,39.6509602359423,"422530,2849","2199208,635"
"ул. Мадояна, 58в","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство",RU61310000-4,24.02.2016,47.2239026058609,39.6530320899497,"422037,2915","2199357,176"
"пер. Ботанический Спуск, 5б","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство",RU61310000-34,13.10.2016,47.2293036911419,39.6586181716102,"422630,5485","2199790,439"
"ул. Лесопарковая, 9а","Индивидуальный, одноквартирный, одноэтажный жилой дом","На строительство",RU61310000-85,23.11.2015,47.2278524249091,39.6575834294633,"422470,5379","2199709,338"
"ул. Песчаная, 21","Административное здание для размещения сотрудников аппарата УФМС России по Ростовской области","На строительство",61-310-895601-2016,15.11.2016,47.2266100606189,39.665556814739,"422322,1912","2200310,834"
"ул. Скачкова, 52","Многоуровневая наземная автостоянка открытого типа","На строительство",61-310-865901-2015,22.07.2015,47.2270812430964,39.6665134450916,"422373,3508","2200384,166"
"пер. Подпольный, 1б","одноквартирный жилой дом, этажностью - два","На строительство",RU61310000-10,04.03.2015,47.2233443244565,39.6733457680961,"421949,1963","2200894,614"
"ул. Разина, 12 ,14","Многоэтажный жилой дом с встроенными помещениями на первом этаже","На строительство",61-310-865301-2015,16.07.2015,47.220187387407,39.6624794029444,"421612,1045","2200065,688"
"ул. Дальневосточная, 7","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-10",10.05.2016,47.221464325938,39.6671956622615,"421748,0297","2200425,298"
"ул. Чапаевская, 11","Индивидуальный, одноквартирный, трехэтажный жилой дом","На строительство","RU 61310000-20",26.07.2016,47.2207629118701,39.6671604603747,"421670,0964","2200421,317"
"Республиканская ул.","Приемная шахта К-9","На строительство",RU61310000-6690-1,20.06.2008,47.2228939744979,39.6719140777376,"421900,951","2200785,341"
"Республиканская ул.","Приемная шахта К-10","На строительство",RU61310000-6691-1,20.06.2008,47.2227796127933,39.673008531126,"421886,8445","2200868,018"
"Республиканская ул.","Приемная шахта К-7","На строительство",RU61310000-6637-1,02.04.2008,47.2231128235777,39.6698702730105,"421927,8847","2200630,957"
"Республиканская ул.","Приемная шахта К-3","На строительство",RU61310000-6630-1,02.04.2008,47.2249410877984,39.669483966474,"422131,6309","2200605,122"
"Республиканская ул.","Приемная шахта К-8","На строительство",RU61310000-6638-1,02.04.2008,47.2229891005002,39.6710306353528,"421912,6514","2200718,609"
"Республиканская ул.","Приемная шахта К-4","На строительство",RU61310000-6635-1,02.04.2008,47.2243620734773,39.6685127893742,"422068,4991","2200530,485"
"ул. 1-я Луговая, 3","Насосная станция","На строительство",61-310-896701-2016,28.11.2016,47.2039575790649,39.6992607878344,"419761,2906","2202821,877"
"ул. 1-я Луговая, 3","Перегрузочный комплекс масла подсолнечника","На строительство",61-310-896701-2016,28.11.2016,47.2039575790649,39.6992607878344,"419761,2906","2202821,877"
"ул. 2-я Луговая, 8","Котельная с выработкой электроэнергии на базе двух ГПУ с системой утилизации тепла и чиллером АБХМ","На строительство",61-310-864601-2015,08.07.2015,47.1987761113174,39.7007764554529,"419183,3649","2202927,246"
"1-я Луговая ул.32","На реконструкцию очистных сооружений канализации г.Ростова-на-Дону","На реконструкцию",RU61310000-7570-1,13.05.2011,47.1824254029341,39.6687384327878,"417406,0026","2200469,053"
"ул. 1-я Луговая, 30б","Конвейеры подвесные","На строительство",61-310-894202-2017,20.04.2017,47.1884469203178,39.6757678283423,"418066,482","2201013,059"
"ул. 1-я Луговая, 30б","Склад №1","На строительство",61-310-894202-2017,20.04.2017,47.1884469203178,39.6757678283423,"418066,482","2201013,059"
"ул. 1-я Луговая, 30б","Склад №3","На строительство",61-310-894202-2017,20.04.2017,47.1884469203178,39.6757678283423,"418066,482","2201013,059"
"ул. 1-я Луговая, 44","Контейнерный терминал - склад (позиция 1)","На строительство",RU61310000-7141-1,26.08.2009,47.1752216436215,39.6497310055343,"416629,5769","2199014,703"
"ул. 1-я Луговая, 44а","БКТП400/6/0,4-1-03 - I этап строительства","На строительство",RU61310000-8578-1,03.04.2015,47.1793043436967,39.6530921786671,"417079,1131","2199277,23"
"ул. 1-я Луговая, 44а","Здание склада № 1- III этап строительства","На строительство",RU61310000-8578-1,03.04.2015,47.1793043436967,39.6530921786671,"417079,1131","2199277,23"
"ул. 1-я Луговая, 44а","Здание склада № 2 - II этап строительства","На строительство",RU61310000-8578-1,03.04.2015,47.1793043436967,39.6530921786671,"417079,1131","2199277,23"
"ул. 1-я Луговая, 44а","Здание склада № 3 - I этап строительства","На строительство",RU61310000-8578-1,03.04.2015,47.1793043436967,39.6530921786671,"417079,1131","2199277,23"
"Привокзальная ул., 4","Здание - литер ""Ш""","На реконструкцию",RU61310000-2019-1/2,05.10.2006,47.2101791610819,39.6982864850776,"420454,1759","2202759,448"
"пер. Уманский, 5","Индивидуальный, одноквартирный, двухэтажный жилой дом","На строительство","RU 61310000-13",06.06.2016,47.196555156137,39.6720963521368,"418972,5608","2200749,95"
"1-й Машиностроительный пер., 5","Бетоносмесительный цех №1","На реконструкцию",RU61310000-7723-1,08.12.2011,47.2523791714162,39.6058621854891,"425265,1044","2195840,614"
"1-й Машиностроительный пер., 5","Главный производственный корпус и Арматурный цех в рамках технического перевооружения ЗАО ""ККПД"" -  I этап.","На реконструкцию",RU61310000-7723-1,08.12.2011,47.2523791714162,39.6058621854891,"425265,1044","2195840,614"
"пер. 1-й Машиностроительный, 21","Здание корпуса управления цехом лаков","На строительство",61-310-890501-2016,23.08.2016,47.2528807435866,39.5977034715386,"425331,8056","2195224,028"
"пер. 1-й Машиностроительный, 21","Здание продуктовой насосной у склада сырья и готовой продукции","На строительство",61-310-890501-2016,23.08.2016,47.2528807435866,39.5977034715386,"425331,8056","2195224,028"
"пер. 1-й Машиностроительный, 21","Здание продуктовой насосной у сливо-наливной железнодорожной эстакады","На строительство",61-310-890501-2016,23.08.2016,47.2528807435866,39.5977034715386,"425331,8056","2195224,028"
"пер. 1-й Машиностроительный, 21","Здание цеха лаков","На строительство",61-310-890501-2016,23.08.2016,47.2528807435866,39.5977034715386,"425331,8056","2195224,028"
"ул. Доватора, 160/1","Административно-складское здание","На реконструкцию",61-310-888201-2016,11.08.2016,47.2392908860916,39.5816354488657,"423842,7135","2193980,613"
"ул.Доватора, 156/3",Автоцентр,"На строительство",5999-2,26.12.2005,47.2410875419583,39.5891441077758,"424032,2651","2194552,694"
"ул. Доватора, 154/2","Здание склада","На строительство",61-310-899801-2016,08.12.2016,47.2424821973345,39.590810619898,"424185,0594","2194681,636"
"ул. Малиновского, 43","Торгово-сервисный центр по продаже и техническому обслуживанию автомобилей - II этап строительства","На строительство",RU61310000-8565-1,25.03.2015,47.2444571597799,39.6121386188512,"424376,0168","2196300,228"
"Доватора ул., 148ж","Контрольно-пропускной пункт №1","На строительство",RU61310000-6625-1,28.03.2008,47.247429121923,39.6012616302469,"424720,9523","2195482,622"
"Доватора ул., 148ж","Подъездной железнодорожный путь №1","На строительство",RU61310000-6625-1,28.03.2008,47.247429121923,39.6012616302469,"424720,9523","2195482,622"
"Доватора ул., 148ж","Подъездной железнодорожный путь №2","На строительство",RU61310000-6625-1,28.03.2008,47.247429121923,39.6012616302469,"424720,9523","2195482,622"
"Доватора ул., 148ж","склад стройматериалов №1","На строительство",RU61310000-6625-1,28.03.2008,47.247429121923,39.6012616302469,"424720,9523","2195482,622"
"СНТ ""Изумруд"", №200","Офисное здание","На строительство",61-310-874701-2016,20.01.2016,47.2379865855188,39.574502419017,"423707,4397","2193437,924"
"ул. Попова, 47","одноквартирный жилой дом","На строительство",RU61310008-177,27.08.2015,47.2421932012029,39.6364027963726,"424092,3189","2198132,845"
"ул. Предботаническая, 48","Индивидуальный  одноквартирный трёхэтажный жилой дом литера «А»","На строительство",RU61310008-122,07.02.2014,47.2437152006905,39.6311903394479,"424268,3519","2197741,142"
"ул. Долгожданная, д 6","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-133,17.06.2014,47.2398170526317,39.6334158069367,"423832,0642","2197902,128"
ул.Доватора,"Телерадиопередающий центр","На строительство",RU61310000-6016-3,12.03.2007,47.2364308614883,39.6024579667099,"423496,6378","2195551,542"
"Доватора ул., 253","Автосалон №1 по продаже и техническому обслуживанию автомобилей ""ВMW""","На строительство",RU61310000-8318-1,28.05.2014,47.2364252075633,39.6103292527133,"423485,4895","2196147,53"
"Доватора ул., 253","Трансформаторная подстанция - 2БКТП - 10/0,4-630","На строительство",RU61310000-8318-1,28.05.2014,47.2364252075633,39.6103292527133,"423485,4895","2196147,53"
"земельный участок по ул. Доватора коммунальная зона жилой район ""Левенцовский""","Административно-офисное здание","На строительство",61-310-888401-2016,21.07.2016,47.2369164024375,39.5956089899801,"423559,8191","2195033,911"
"земельный участок по ул. Доватора коммунальная зона жилой район ""Левенцовский""","Фитнес - клуб - II этап строительства","На строительство",61-310-888501-2016,21.07.2016,47.2369164024375,39.5956089899801,"423559,8191","2195033,911"
"СНТ ""Локомотив"" (23)","Индивидуальный  одноквартирный двухэтажный жилой дом","На строительство",RU61310008-134,17.06.2014,47.242311951293,39.6163141996477,"424131,9786","2196612,168"
